date,sptsx,energy,industrial,materials,utilities
1998,0.31570466003863734,0.20360145139843594,0.184587905077826,0.28723046953718007,0.3552186588921283
1998.0833333333333,0.3341888517174763,0.20975411868112054,0.19724419494769074,0.28526007030742706,0.36008746355685134
1998.1666666666667,0.3561466333694577,0.20581010119222015,0.21112528706302627,0.30355343588365685,0.3682798833819242
1998.25,0.36116430287895207,0.20454801559577204,0.21013013523858126,0.31273370502227893,0.3560932944606414
1998.3333333333333,0.35762050605475193,0.19880101868337427,0.1967848941056392,0.28550637021114617,0.36967930029154517
1998.4166666666667,0.34711822079819066,0.19602893781974715,0.19377392191885687,0.26669801392714,0.3651020408163265
1998.5,0.32659991518635445,0.16154695634536073,0.17772390916050015,0.24448624079174222,0.33591836734693875
1998.5833333333333,0.26059982094897044,0.12674945347186226,0.14763970400612403,0.19003157116947672,0.30137026239067055
1998.6666666666667,0.2645299910474485,0.1520362398864123,0.14970655779535597,0.23239515460916685,0.32513119533527696
1998.75,0.2925260330773218,0.15769308782763516,0.16144424598111765,0.2496361478695058,0.3439650145772595
1998.8333333333333,0.2989148565235829,0.14018165017691736,0.16981372799183467,0.2431427867714561,0.34160349854227406
1998.9166666666667,0.30560900909390754,0.13040048680444435,0.16562898698647616,0.23322361792167662,0.3450437317784256
1999,0.3170880648353202,0.12505916026233352,0.16312834906863996,0.2286558742527037,0.33947521865889213
1999.0833333333333,0.29744569570748713,0.11593157693087827,0.15636642000510337,0.22247598575938737,0.3403498542274052
1999.1666666666667,0.31087923479244217,0.1411732888598409,0.1556009186016841,0.22608092071382188,0.32081632653061226
1999.25,0.33052348866795456,0.16580649523337315,0.17137024751212043,0.25924184411455187,0.3230903790087463
1999.3333333333333,0.322376666823729,0.15557458700502583,0.17336055116101046,0.2339177358321578,0.327667638483965
1999.4166666666667,0.3303053291240635,0.16787992157039508,0.17430466955856086,0.25348738272765947,0.3272303206997084
1999.5,0.33364887150732697,0.17872033535417278,0.1733860678744578,0.2521663196077114,0.32172011661807576
1999.5833333333333,0.3284554492767281,0.18415181086745847,0.17302883388619547,0.2617496249524193,0.317201166180758
1999.6666666666667,0.327838665598643,0.17488900407924093,0.17011992855320235,0.2740646201383758,0.30381924198250726
1999.75,0.3419035951561985,0.17053931622005364,0.16912477672875734,0.2554130001567363,0.2952186588921283
1999.8333333333333,0.3544847571031428,0.16211038741520364,0.1733860678744578,0.2487181209556436,0.26533527696793
1999.9166666666667,0.39644489468972344,0.1647697820648622,0.17129369737177852,0.2638319786838629,0.24737609329446061
2000,0.3996188097818405,0.162718892970634,0.1783107935697882,0.2469716307292716,0.23539358600583088
2000.0833333333333,0.4301460679451538,0.1548759324784206,0.20109721867823427,0.22677503862430307,0.22134110787172012
2000.1666666666667,0.44585543985298964,0.17556512136305247,0.20094411839755041,0.22480463939455006,0.23440233236151606
2000.25,0.4404471563869387,0.18719433864461024,0.21349834141362595,0.2390228611092452,0.2446064139941691
2000.3333333333333,0.4359416670593224,0.21444186518221364,0.21194182189334015,0.24050066053155997,0.26166180758017493
2000.4166666666667,0.4803962681995948,0.20964143246715197,0.23087522327124269,0.23134278229327598,0.25096209912536444
2000.5,0.4903317155915752,0.19780938000045076,0.2366930339372289,0.22269989476276839,0.25760932944606413
2000.5833333333333,0.5299868067662442,0.2149376845236754,0.25044654248532794,0.23743310718523994,0.28472303206997085
2000.6666666666667,0.4889940159261179,0.22537242793716616,0.25516713447307987,0.22390900338102596,0.2915451895043732
2000.75,0.45420392969891155,0.20553965427869555,0.25442714978310793,0.21949799601441974,0.319067055393586
2000.8333333333333,0.41558309381331576,0.21146694913344302,0.22125542230160755,0.2246255121918452,0.32230320699708453
2000.9166666666667,0.4209433162135419,0.24056252958013116,0.21870375095687675,0.24287409596739884,0.3552186588921283
2001,0.439234321255242,0.22273557053030132,0.2421791273284001,0.2349029354470343,0.32282798833819243
2001.0833333333333,0.38065871931395184,0.23862432669987155,0.23345241132942077,0.24522514050289962,0.3531195335276968
2001.1666666666667,0.35847900862272064,0.2420499876045165,0.2310028068384792,0.2424934506616511,0.3659475218658892
2001.25,0.3744348112896386,0.262288431633274,0.2479203878540444,0.2727883388191039,0.3551895043731778
2001.3333333333333,0.3845766385525138,0.26778751887494084,0.2609849451390661,0.2780278094982199,0.3680174927113703
2001.4166666666667,0.36452669273900956,0.24200491311892902,0.24904312324572594,0.2570699267817559,0.3646355685131195
2001.5,0.3623281345709843,0.24556579748033625,0.24804797142128093,0.250106356776606,0.36314868804664724
2002.5833333333333,0.31154643547095134,0.2862004462374073,0.17729012503189592,0.2700118671771792,0.3963265306122449
2002.6666666666667,0.2912133063186166,0.28705686146356857,0.1502168920643021,0.25745057208750366,0.39822157434402333
2002.75,0.2944348112896386,0.26519573595366347,0.1636386833375861,0.25762969929020846,0.39
2002.8333333333333,0.3095895961928097,0.26278425097473573,0.1670834396529727,0.2678623407447213,0.375597667638484
2002.9166666666667,0.31166847288319277,0.2837213495300985,0.16175044654248533,0.2806251539374398,0.37583090379008743
2003,0.3095457758092635,0.28471298821302204,0.15669813727991835,0.2754528559593381,0.37489795918367347
2003.0833333333333,0.3088686802054375,0.29408848121520814,0.1527175299821383,0.26069725263652854,0.3702915451895044
2003.1666666666667,0.29888752768223154,0.2826170246332064,0.13909160500127585,0.2469044580282573,0.3610787172011662
2003.25,0.31032700372237665,0.2740754096143878,0.15184996172492984,0.24258301426300352,0.376530612244898
2003.3333333333333,0.32322480327946096,0.294494151585495,0.16039806072977802,0.24650142182217147,0.4025072886297376
2003.4166666666667,0.3290364227489045,0.3019539789502152,0.16243939780556266,0.24907637536105326,0.4086588921282798
2003.5,0.34198369693257313,0.29828040837483943,0.17813217657565708,0.2692057947650075,0.4251895043731779
2003.5833333333333,0.35387645478961505,0.3124788713348809,0.18269966828272519,0.29423882134300616,0.4236734693877551
2003.6666666666667,0.34967393865146307,0.3050415812129544,0.18035213064557287,0.2888873961621997,0.41212827988338196
2003.75,0.3662394571926683,0.30589799643911564,0.1903801990303649,0.3098004970779875,0.43559766763848395
2003.8333333333333,0.3703241766008576,0.31477767009984,0.18430722122990562,0.3325048700208235,0.44116618075801745
2003.9166666666667,0.38735758375347495,0.35079218408419915,0.19658076039806074,0.3530821074315398,0.44612244897959186
2004,0.4015167506950007,0.3478848797638097,0.19693799438632306,0.32798190815252676,0.43600583090379014
2004.0833333333333,0.41410215332422373,0.37707060918167273,0.19877519775452923,0.3477530731510714,0.44314868804664725
2004.1666666666667,0.40455779107571976,0.3743886772892205,0.19043123245725951,0.3470589552405902,0.4544314868804665
2004.25,0.38844508316449133,0.3710306281129567,0.19063536616483798,0.3115693782046976,0.43559766763848395
2004.3333333333333,0.3966131084201102,0.37326181514953466,0.18701199285532027,0.33532612346342444,0.41965014577259474
2004.4166666666667,0.4026565518541205,0.38126253634130397,0.18923194692523604,0.33384832404110965,0.4111953352769679
2004.5,0.3985331951185035,0.40298843839444687,0.18318448583822405,0.3239963278923445,0.40822157434402334
2004.5833333333333,0.3947146963200302,0.3888801244055803,0.17680530747639706,0.3385728040124493,0.4229446064139942
2004.6666666666667,0.4084384865476135,0.42250569065380544,0.1760398060729778,0.3624415037728667,0.42411078717201167
2004.75,0.4179885030391556,0.4325122264542156,0.17797907629497323,0.3517610443115917,0.4414285714285714
2004.8333333333333,0.425484144560147,0.45295350566811654,0.17999489665731055,0.37668211638789995,0.46087463556851316
2004.9166666666667,0.4356900532441219,0.4513984359153501,0.1926001531002807,0.3732115268354941,0.4708163265306123
2005,0.4336827969655562,0.4730341889973181,0.19683592753253382,0.357493114798146,0.4884839650145773
2005.0833333333333,0.4555585920934835,0.5313831105902505,0.2011992855320235,0.3911690289066523,0.4767638483965015
2005.1666666666667,0.4529227724638364,0.5307069933064389,0.20594539423322275,0.3695170282797071,0.47574344023323617
2005.25,0.4414691608160957,0.5024903653287057,0.20288338861954583,0.3437898837912272,0.47679300291545185
2005.3333333333333,0.452683409508552,0.5304140091501206,0.20660882878285278,0.3461185374263899,0.49498542274052476
2005.4166666666667,0.4666055694293927,0.5946000766266255,0.20091860168410308,0.35404491614607825,0.5179883381924197
2005.5,0.49111482825236774,0.6451736494557255,0.21742791528451136,0.3740175992476657,0.5412536443148688
2005.5833333333333,0.5027064976676248,0.715219400058597,0.21150803776473592,0.3718009001141936,0.5740524781341108
2005.6666666666667,0.5188630259623993,0.7484618331793289,0.21676448073488136,0.3885716844674324,0.600204081632653
2005.75,0.48924845686283747,0.6467512564512858,0.20984945139066088,0.37036788249255503,0.5846938775510204
2005.8333333333333,0.5100193186637139,0.6714520745531992,0.21849961724929828,0.39676675399117795,0.6126530612244897
2005.9166666666667,0.5311341469160816,0.7210114714565821,0.22145955600918604,0.4252703701215826,0.6211370262390671
2006,0.5628629317250153,0.8188907169096934,0.23495789742281195,0.47952352164080514,0.5861224489795918
2006.0833333333333,0.5507392922772464,0.7367199296838025,0.23919367185506507,0.4524529231320391,0.5938483965014577
2006.1666666666667,0.5706361023417991,0.78988528543418,0.24353151314110744,0.4877633729652269,0.5598833819241982
2006.25,0.575044527163926,0.8081179148542967,0.24503699923449862,0.5179686975213273,0.5543731778425656
2006.3333333333333,0.5533864203929699,0.7785490523089406,0.2306966062771115,0.4998096773471261,0.5740524781341108
2006.4166666666667,0.5471832445931302,0.7876315611548084,0.2292931870375096,0.489957681198361,0.5592419825072886
2006.5,0.5574593601281628,0.7982015280250615,0.22115335544781833,0.5114753364232776,0.5770553935860059
2006.5833333333333,0.5688993073552279,0.7701201235040905,0.22883388619545805,0.5229842591970623,0.5876384839650146
2006.6666666666667,0.5541756584837205,0.6924567848369431,0.22985455473335034,0.4876514184635364,0.5854227405247814
2006.75,0.5816609338924752,0.7300714430596561,0.25381474866037257,0.5371353082107431,0.593527696793003
2006.8333333333333,0.6008754652970834,0.7453291564310022,0.2536616483796887,0.5849398804325922,0.6007580174927114
2006.9166666666667,0.6082264524336805,0.7316039755696289,0.2516458280173514,0.5867759342603166,0.6330320699708455
2007,0.6141506855769684,0.7259922021139934,0.2672365399336566,0.6057410268466894,0.5952186588921282
2007.0833333333333,0.6146642793196061,0.7125600054089384,0.2680530747639704,0.611741788137301,0.5791253644314869
2007.1666666666667,0.6203411393299721,0.7345788916183994,0.2698902781321766,0.6042632274243748,0.5893877551020408
2007.25,0.6321764123827923,0.7527664465529287,0.2817555498851748,0.6080472895815141,0.618862973760933
2007.3333333333333,0.6623370871224615,0.8065403078587366,0.30168410308752236,0.656926625019592,0.6512536443148688
2007.4166666666667,0.655259388399378,0.8038583759662843,0.3019392702219954,0.653635162669891,0.6194169096209913
2007.5,0.6534717052254629,0.7973225755561064,0.30099515182444503,0.6992006448579297,0.6484839650145773
2007.5833333333333,0.6436639494887622,0.7553807667169999,0.29686144424598115,0.6732719822664069,0.637463556851312
2007.6666666666667,0.6643212552419545,0.7799688986049447,0.2992855320234754,0.7344439219901032,0.6537026239067055
2007.75,0.6891108702822409,0.8102589529196998,0.2968869609594284,0.7807706947896375,0.6977842565597667
2007.8333333333333,0.6450134288272158,0.7370354510829145,0.2782852768563409,0.7196659277669556,0.6633236151603499
2007.9166666666667,0.6517956933515525,0.7893443916071309,0.27935697882112787,0.7575513311390251,0.6742565597667639
2008,0.6198511049333271,0.7337224763922382,0.265450369992345,0.791160072546517,0.6582215743440234
2008.0833333333333,0.6399985864392405,0.806179711974037,0.2794335289614698,0.862698999126755,0.645393586005831
2008.1666666666667,0.6290406634311831,0.8050979243199388,0.2708599132431743,0.8121627370636574,0.6306413994169097
2008.25,0.6566950949441643,0.8889139302697708,0.2877009441183976,0.7974519155415238,0.6410204081632653
2008.3333333333333,0.6933388305140649,0.9839534831308737,0.30612401122735394,0.856653456035467,0.6628571428571429
2008.4166666666667,0.6816675305093531,1,0.2801224802245471,0.9515684825686841,0.6595918367346939
2008.5,0.6404801394713283,0.8572716413873926,0.2846644552181679,0.8356731824186651,0.6539941690962099
2008.5833333333333,0.6488832869999529,0.9043068670978793,0.2923705026792549,0.7769194599314838,0.6475218658892128
2008.6666666666667,0.5537812750318051,0.7107344887426473,0.2380709364633835,0.6310427442287454,0.5545772594752186
2008.75,0.46000848136455735,0.5697640350679498,0.2133962745598367,0.4383466559190345,0.5330903790087463
2008.8333333333333,0.4368194882910051,0.5485339523562688,0.18997193161520798,0.47945634893979083,0.5018950437317784
2008.9166666666667,0.4234886679545776,0.4879763809695522,0.20012758356723656,0.5520028660352433,0.5101457725947521
2009,0.40969231494133723,0.46280228076897073,0.1830313855575402,0.5533911018562057,0.4998833819241983
2009.0833333333333,0.38274607736889227,0.44305965608167497,0.16361316662413883,0.5531895837531627,0.4844897959183674
2009.1666666666667,0.41089337040003765,0.48817921615469567,0.17371778514927277,0.5944112312756097,0.4438192419825073
2009.25,0.4393737925835179,0.5289040138829416,0.19339117121714725,0.5438973601128501,0.4556268221574344
2009.3333333333333,0.4886241341940348,0.617317617362692,0.19737177851492727,0.6625019592037795,0.46358600583090376
2009.4166666666667,0.4888521886632427,0.5967411146920285,0.20507782597601432,0.6186157945410984,0.503673469387755
2009.5,0.5082763982471846,0.5932929165445899,0.21257973972952285,0.6384317413403192,0.5026822157434402
2009.5833333333333,0.5120958394194977,0.588605170043497,0.22301607552947184,0.6377600143301762,0.5081049562682216
2009.6666666666667,0.5369156104226547,0.6515291519235537,0.22845113549374843,0.6947448556906473,0.5151895043731779
2009.75,0.5141002685765443,0.6382997904036422,0.2175554988517479,0.670002910817044,0.5085422740524782
2009.8333333333333,0.5393770908919568,0.6440918618016273,0.22957387088542996,0.7641790376391034,0.5353644314868804
2009.9166666666667,0.5534613391132263,0.6702125261995447,0.2465935187547844,0.7364814939208706,0.5756268221574344
2010,0.5227493756773312,0.6276171373194204,0.2344730798673131,0.6746826089877074,0.5556851311953352
2010.0833333333333,0.5479729538708005,0.6383674021320231,0.24409288083694822,0.7348021763955129,0.5625655976676385
2010.1666666666667,0.5672020920699241,0.6512587050100291,0.25958152589946415,0.7380264660441996,0.5868221574344024
2010.25,0.5753522122225887,0.675756687926799,0.2573105384026538,0.779987013277804,0.561865889212828
2010.3333333333333,0.5542567026339349,0.6443848459579455,0.24608318448583824,0.7595665121694544,0.5510204081632653
